contract_address,proxy,implementation,compiler_version,compiler_type,language,n_files,saved_dir,status,error,sourcecode_len,sourcecode_peek
0x6bd5597eea88e7c85f13fb6ae90265459b26d10f,False,,v0.8.16+commit.07a7930e,solc-m,,12,debug_fetch_bulk/0x6bd5597eea88e7c85f13fb6ae90265459b26d10f,ok,,68513,"{""Address.sol"":{""content"":""// SPDX-License-Identifier: MIT\r\n// OpenZeppelin Contracts (last updated v4.8.0) (utils/Address.sol)\r\n\r\npragma solidity ^0.8.1;\r\n\r\n/**\r\n * @dev Collection of fun… (truncated)"
0xd03a329e6a1f05d0c797215a82e8f0e14f241d4b,False,,v0.6.12+commit.27d51765,solc-m,,4,debug_fetch_bulk/0xd03a329e6a1f05d0c797215a82e8f0e14f241d4b,ok,,13040,"{""interfaces.sol"":{""content"":""pragma solidity ^0.6.12;\n\ninterface DaiErc20 {\n    function transfer(address, uint) external returns (bool);\n    function transferFrom(address,address,uint256) extern… (truncated)"
0x63433d7aba758e10255de543e0ea9616ac391bac,False,,v0.8.12+commit.f00d7308,solc-m,,14,debug_fetch_bulk/0x63433d7aba758e10255de543e0ea9616ac391bac,ok,,57453,"{""Address.sol"":{""content"":""// SPDX-License-Identifier: MIT\r\n// OpenZeppelin Contracts v4.4.1 (utils/Address.sol)\r\n\r\npragma solidity ^0.8.11;\r\n\r\n/**\r\n * @dev Collection of functions related… (truncated)"
0x013c66b6734f6af43b9ee2e8a8bc5138f9ae5557,False,,v0.6.12+commit.27d51765,solc-m,,29,debug_fetch_bulk/0x013c66b6734f6af43b9ee2e8a8bc5138f9ae5557,ok,,231309,"{""Context.sol"":{""content"":""// SPDX-License-Identifier: MIT\n\npragma solidity ^0.6.0;\n\n/*\n * @dev Provides information about the current execution context, including the\n * sender of the transacti… (truncated)"
0x4db3d57e3cf3aecc6c856c42271c2cea5233e625,False,,v0.5.16+commit.9c3226ce,solc-m,,2,debug_fetch_bulk/0x4db3d57e3cf3aecc6c856c42271c2cea5233e625,ok,,31529,"{""FrogStats.sol"":{""content"":""pragma solidity 0.5.16;\r\n\r\nimport \u0027./library.sol\u0027;\r\n\r\ncontract FrogStats is Ownable {\r\n    using SafeMath for uint256;\r\n\r\n    IERC20 public frog = … (truncated)"
0x2b67221412d64377749e62348f4d7e7baf9b7a4a,False,,v0.8.0+commit.c7dfd78e,solc-m,,18,debug_fetch_bulk/0x2b67221412d64377749e62348f4d7e7baf9b7a4a,ok,,84618,"{""Address.sol"":{""content"":""// SPDX-License-Identifier: MIT\r\n\r\npragma solidity ^0.8.0;\r\n\r\n/**\r\n * @dev Collection of functions related to the address type\r\n */\r\nlibrary Address {\r\n    /… (truncated)"
0xd26018164e49096e7a24b5275dcafa3ecf12ba4c,False,,v0.5.0+commit.1d4f565a,solc-m,,4,debug_fetch_bulk/0xd26018164e49096e7a24b5275dcafa3ecf12ba4c,ok,,19991,"{""Context.sol"":{""content"":""pragma solidity ^0.5.0;\n\n/*\n * @dev Provides information about the current execution context, including the\n * sender of the transaction and its data. While these are ge… (truncated)"
0xbfdd331f7193729a33159e9309f95281c931c7de,False,,v0.8.7+commit.e28d00a7,solc-m,,5,debug_fetch_bulk/0xbfdd331f7193729a33159e9309f95281c931c7de,ok,,45959,"{""Context.sol"":{""content"":""// SPDX-License-Identifier: MIT\n// OpenZeppelin Contracts v4.4.1 (utils/Context.sol)\n\npragma solidity ^0.8.0;\n\n/**\n * @dev Provides information about the current execu… (truncated)"
0xec9a83b15623b7789be643fccf69a1ca45262e36,False,,v0.8.7+commit.e28d00a7,solc-m,,13,debug_fetch_bulk/0xec9a83b15623b7789be643fccf69a1ca45262e36,ok,,58284,"{""Address.sol"":{""content"":""// SPDX-License-Identifier: MIT\n\npragma solidity ^0.8.0;\n\n/**\n * @dev Collection of functions related to the address type\n */\nlibrary Address {\n    /**\n     * @dev … (truncated)"
0x95f5537bd334155ac80d5c9611969d4bf1a73e3b,False,,v0.6.12+commit.27d51765,solc-m,,64,debug_fetch_bulk/0x95f5537bd334155ac80d5c9611969d4bf1a73e3b,ok,,309877,"{""Address.sol"":{""content"":""// SPDX-License-Identifier: agpl-3.0\r\npragma solidity 0.6.12;\r\n\r\n/**\r\n * @dev Collection of functions related to the address type\r\n */\r\nlibrary Address {\r\n  /*… (truncated)"
0xd9d06979c87ef200538181a21503553abf0634cb,False,,v0.8.1+commit.df193b15,solc-m,,17,debug_fetch_bulk/0xd9d06979c87ef200538181a21503553abf0634cb,ok,,67173,"{""Address.sol"":{""content"":""// SPDX-License-Identifier: MIT\n\npragma solidity ^0.8.0;\n\n/**\n * @dev Collection of functions related to the address type\n */\nlibrary Address {\n    /**\n     * @dev … (truncated)"
0xa205d797243126f312ae63bb0a5ea9a32fb14f41,False,,v0.6.12+commit.27d51765,solc-m,,5,debug_fetch_bulk/0xa205d797243126f312ae63bb0a5ea9a32fb14f41,ok,,40043,"{""Address.sol"":{""content"":""// SPDX-License-Identifier: MIT\r\n\r\npragma solidity ^0.6.2;\r\n\r\n/**\r\n * @dev Collection of functions related to the address type\r\n */\r\nlibrary Address {\r\n    /… (truncated)"
0x470c27a0ed83f44b09acae49e6ceffd1c7faa6f0,False,,v0.8.1+commit.df193b15,solc-m,,13,debug_fetch_bulk/0x470c27a0ed83f44b09acae49e6ceffd1c7faa6f0,ok,,60214,"{""Address.sol"":{""content"":""// SPDX-License-Identifier: MIT\n// OpenZeppelin Contracts (last updated v4.7.0) (utils/Address.sol)\n\npragma solidity ^0.8.1;\n\n/**\n * @dev Collection of functions relat… (truncated)"
0x08c3a887865684f30351a0ba6d683aa9b539829a,False,,v0.5.7+commit.6da8b019,solc-m,,31,debug_fetch_bulk/0x08c3a887865684f30351a0ba6d683aa9b539829a,ok,,479159,"{""Claims.sol"":{""content"":""/* Copyright (C) 2017 NexusMutual.io\r\n\r\n  This program is free software: you can redistribute it and/or modify\r\n    it under the terms of the GNU General Public License… (truncated)"
0xcbb90d8a6b10a09ebf363ccdecb96aa3c4a37f32,False,,v0.8.0+commit.c7dfd78e,solc-m,,4,debug_fetch_bulk/0xcbb90d8a6b10a09ebf363ccdecb96aa3c4a37f32,ok,,17467,"{""Context.sol"":{""content"":""// SPDX-License-Identifier: MIT\r\n// OpenZeppelin Contracts v4.4.1 (utils/Context.sol)\r\n\r\npragma solidity ^0.8.0;\r\n\r\n/**\r\n * @dev Provides information about the c… (truncated)"
0x8717e787f314ff2870e8230da9c11eb3ec67813d,False,,v0.8.11+commit.d7f03943,solc-m,,13,debug_fetch_bulk/0x8717e787f314ff2870e8230da9c11eb3ec67813d,ok,,50175,"{""Address.sol"":{""content"":""// SPDX-License-Identifier: MIT\n// OpenZeppelin Contracts v4.4.1 (utils/Address.sol)\n\npragma solidity ^0.8.1;\n\n/**\n * @dev Collection of functions related to the addre… (truncated)"
0x83afd697144408c344ce2271ce16f33a74b3d98b,False,,v0.4.24+commit.e67f0147,solc-m,,19,debug_fetch_bulk/0x83afd697144408c344ce2271ce16f33a74b3d98b,ok,,126301,"{""BimodalLib.sol"":{""content"":""pragma solidity ^0.4.24;\n\nimport \""./ERC20.sol\"";\nimport \""./SafeMathLib256.sol\"";\n\n/**\n * This library defines the bi-modal commit-chain ledger. It provides data\n… (truncated)"
0xd539a3a5edb713e6587e559a9d007ffff92bd9ab,False,,v0.8.0+commit.c7dfd78e,solc-m,,14,debug_fetch_bulk/0xd539a3a5edb713e6587e559a9d007ffff92bd9ab,ok,,48760,"{""Address.sol"":{""content"":""pragma solidity ^0.8.0;\n\n/**\n * @dev Collection of functions related to the address type\n */\nlibrary Address {\n    /**\n     * @dev Returns true if `account` is a cont… (truncated)"
0x0d631e48f63c4d014667920d4a5a171a5ab792da,False,,v0.8.8+commit.dddeac2f,solc-m,,17,debug_fetch_bulk/0x0d631e48f63c4d014667920d4a5a171a5ab792da,ok,,57715,"{""Address.sol"":{""content"":""// SPDX-License-Identifier: MIT\r\n\r\n// source https://github.com/OpenZeppelin/openzeppelin-contracts/blob/master/contracts/utils/Address.sol\r\n\r\npragma solidity ^0.8.8… (truncated)"
0xb66a6c742a326876e1d826d8369a645d23009726,False,,v0.7.6+commit.7338295f,solc-m,,20,debug_fetch_bulk/0xb66a6c742a326876e1d826d8369a645d23009726,ok,,50745,"{""Admin.sol"":{""content"":""/* SPDX-License-Identifier: MIT */\npragma solidity ^0.7.0;\n\nimport \""./AdminInterface.sol\"";\n\n/**\n * @title Admin\n * @author Paul Razvan Berg\n * @notice Contract modul… (truncated)"
0xc2d14f90401335725f6687eddb5e8143d97d563e,False,,v0.8.13+commit.abaa5c0e,solc-m,,8,debug_fetch_bulk/0xc2d14f90401335725f6687eddb5e8143d97d563e,ok,,38173,"{""Address.sol"":{""content"":""// SPDX-License-Identifier: MIT\n// OpenZeppelin Contracts v4.4.1 (utils/Address.sol)\n\npragma solidity ^0.8.13;\n\n/**\n * @dev Collection of functions related to the addr… (truncated)"
0xa991de6a15de61d2f80d03a340a7d0ffc805b8ec,False,,v0.8.2+commit.661d1103,solc-m,,13,debug_fetch_bulk/0xa991de6a15de61d2f80d03a340a7d0ffc805b8ec,ok,,96082,"{""Address.sol"":{""content"":""\n\n// SPDX-License-Identifier: MIT\n// OpenZeppelin Contracts v4.4.1 (utils/Address.sol)\npragma solidity ^0.8.0;\n\n/**\n * @dev Collection of functions related to the add… (truncated)"
0xb8bcc3a26bfbcd8de49873cf8814fea611db8c6e,False,,v0.8.0+commit.c7dfd78e,solc-m,,18,debug_fetch_bulk/0xb8bcc3a26bfbcd8de49873cf8814fea611db8c6e,ok,,79211,"{""Context.sol"":{""content"":""// SPDX-License-Identifier: MIT\r\n\r\npragma solidity ^0.8.0;\r\n\r\n/*\r\n * @dev Provides information about the current execution context, including the\r\n * sender of t… (truncated)"
0xcd0a0d136726473cea82505f5a6d5fae64c3615d,False,,v0.6.5+commit.f956cc89,solc-m,,9,debug_fetch_bulk/0xcd0a0d136726473cea82505f5a6d5fae64c3615d,ok,,43896,"{""Address.sol"":{""content"":""// SPDX-License-Identifier: MIT\r\n// Creator: OpenZeppelin\r\n\r\npragma solidity ^0.6.5;\r\n\r\n/**\r\n * @dev Collection of functions related to the address type\r\n */\r… (truncated)"
0x60f6861dc70857220cd76a041d8ba1ee069e75a5,False,,v0.5.16+commit.9c3226ce,solc-m,,4,debug_fetch_bulk/0x60f6861dc70857220cd76a041d8ba1ee069e75a5,ok,,16020,"{""Ownable.sol"":{""content"":""pragma solidity = 0.5.16;\n\ncontract Ownable {\n\n    address private _owner;\n\n    event OwnershipTransferred(address indexed previousOwner, address indexed newOwner);\n\… (truncated)"
0x5b1cdafd83de6439bedfb922089eed634e28f1da,False,,v0.8.7+commit.e28d00a7,solc-m,,14,debug_fetch_bulk/0x5b1cdafd83de6439bedfb922089eed634e28f1da,ok,,72682,"{""Address.sol"":{""content"":""// SPDX-License-Identifier: MIT\n// OpenZeppelin Contracts v4.4.1 (utils/Address.sol)\n\npragma solidity ^0.8.0;\n\n/**\n * @dev Collection of functions related to the addre… (truncated)"
0x3db39e4ddca12d7cdad10f5eb548f893df773a7b,False,,v0.6.12+commit.27d51765,solc-m,,62,debug_fetch_bulk/0x3db39e4ddca12d7cdad10f5eb548f893df773a7b,ok,,287689,"{""AccessControl.sol"":{""content"":""// SPDX-License-Identifier: MIT\n\npragma solidity \u003e=0.6.0 \u003c0.8.0;\n\nimport \""./EnumerableSet.sol\"";\nimport \""./Address.sol\"";\nimport \""./Context.sol\"";\n… (truncated)"
0x547497876f4850579061811e847931223b478c23,False,,v0.7.6+commit.7338295f,solc-m,,16,debug_fetch_bulk/0x547497876f4850579061811e847931223b478c23,ok,,71993,"{""Address.sol"":{""content"":""// SPDX-License-Identifier: MIT\npragma solidity 0.7.6;\n\n/**\n * @dev Collection of functions related to the address type\n */\nlibrary Address {\n    /**\n     * @dev Ret… (truncated)"
0x6a0ecf6075dcc9fbcabf8c2484f82f282a8ba766,False,,v0.6.4+commit.1dca32f3,solc-m,,2,debug_fetch_bulk/0x6a0ecf6075dcc9fbcabf8c2484f82f282a8ba766,ok,,15436,"{""SafeMath.sol"":{""content"":""pragma solidity 0.6.4;\r\n\r\n/**\r\n * @dev Wrappers over Solidity\u0027s arithmetic operations with added overflow\r\n * checks.\r\n *\r\n * Arithmetic operations in Soli… (truncated)"
0xfeeeed69330cd31352c76e8f0c084f888bfbd5da,False,,v0.8.15+commit.e14f2714,solc-m,,4,debug_fetch_bulk/0xfeeeed69330cd31352c76e8f0c084f888bfbd5da,ok,,19188,"{""Context.sol"":{""content"":""// SPDX-License-Identifier: MIT\n\npragma solidity ^0.8.9;\n\n/**\n * @dev Provides information about the current execution context, including the\n * sender of the transact… (truncated)"
0x918eb1c939d699f7161eec29293ca4e34124f16f,False,,v0.6.12+commit.27d51765,solc-m,,7,debug_fetch_bulk/0x918eb1c939d699f7161eec29293ca4e34124f16f,ok,,43104,"{""Address.sol"":{""content"":""// SPDX-License-Identifier: MIT\n\npragma solidity ^0.6.2;\n\n/**\n * @dev Collection of functions related to the address type\n */\nlibrary Address {\n    /**\n     * @dev … (truncated)"
0x25690fa3c039729e9fe9da0a2a2866d7960f4d68,False,,v0.7.0+commit.9e61f92b,solc-m,,12,debug_fetch_bulk/0x25690fa3c039729e9fe9da0a2a2866d7960f4d68,ok,,69271,"{""Declaration.sol"":{""content"":""// SPDX-License-Identifier: --?--\n\npragma solidity =0.7.0;\n\nimport \""./Global.sol\"";\n\ninterface IUniswapV2Factory {\n\n    function createPair(\n        address to… (truncated)"
0xe9d6721a3f109dc1b6117fb34c03aaf877aa2289,False,,v0.5.17+commit.d19bba13,solc-m,,3,debug_fetch_bulk/0xe9d6721a3f109dc1b6117fb34c03aaf877aa2289,ok,,25117,"{""Global_VSC.sol"":{""content"":""pragma solidity ^0.5.16;\n\nimport \""./SafeMath.sol\"";\nimport \""./token.sol\"";\n\ncontract Global_VSC {\n\n    constructor(address paxtoken) public{\n        token = PAX… (truncated)"
0xa3e7572464a9ea929abed223d2b7567abe8c93a7,False,,v0.4.26+commit.4563c3fc,solc-m,,3,debug_fetch_bulk/0xa3e7572464a9ea929abed223d2b7567abe8c93a7,ok,,4836,"{""Owned.sol"":{""content"":""pragma solidity \u003e=0.4.22 \u003c0.6.0;\n\ncontract Owned {\n    address owner;\n    address newOwner;\n\n    constructor() internal {\n        owner = msg.sender;\n    }\n… (truncated)"
0xb387125ad4ccbbf1ad04ff5ffbfb4599a81e1cd0,False,,v0.5.16+commit.9c3226ce,solc-m,,12,debug_fetch_bulk/0xb387125ad4ccbbf1ad04ff5ffbfb4599a81e1cd0,ok,,74590,"{""AegisComptrollerCommon.sol"":{""content"":""pragma solidity ^0.5.16;\n\nimport \""./AToken.sol\"";\nimport \""./PriceOracle.sol\"";\n\ncontract AegisComptrollerCommon {\n    address public admin;\n    addre… (truncated)"
0x35f2683f39fc46023c13708f58e987e783f7a391,False,,v0.8.7+commit.e28d00a7,solc-m,,14,debug_fetch_bulk/0x35f2683f39fc46023c13708f58e987e783f7a391,ok,,65348,"{""24kBears.sol"":{""content"":""// SPDX-License-Identifier: MIT\r\n/*\r\n\r\n________    _____  __     __________                            \r\n\\_____  \\  /  |  ||  | __ \\______   \\ ____ _____ ______… (truncated)"
0x8370755996aa651d0948ce80d131e73877a9f43f,False,,v0.6.11+commit.5ef660b1,solc-m,,3,debug_fetch_bulk/0x8370755996aa651d0948ce80d131e73877a9f43f,ok,,20303,"{""Distribute.sol"":{""content"":""// SPDX-License-Identifier: UNLICENSED\r\npragma solidity \u003e=0.4.23 \u003c0.7.0;\r\n\r\ninterface IERC20 {\r\n    function totalSupply() external view returns (uint25… (truncated)"
0xf7669258832241a6bce4ddefcb120141ee2e77c5,False,,v0.8.19+commit.7dd6d404,solc-m,,21,debug_fetch_bulk/0xf7669258832241a6bce4ddefcb120141ee2e77c5,ok,,105759,"{""Address.sol"":{""content"":""// SPDX-License-Identifier: MIT\n// OpenZeppelin Contracts (last updated v4.8.0) (utils/Address.sol)\n\npragma solidity ^0.8.1;\n\n/**\n * @dev Collection of functions relat… (truncated)"
0xacc908bbcd7f50f2e07afaec5455b73aea1d4f7d,False,,v0.8.7+commit.e28d00a7,solc-m,,13,debug_fetch_bulk/0xacc908bbcd7f50f2e07afaec5455b73aea1d4f7d,ok,,52955,"{""Address.sol"":{""content"":""// SPDX-License-Identifier: MIT\n\npragma solidity ^0.8.0;\n\n/**\n * @dev Collection of functions related to the address type\n */\nlibrary Address {\n    /**\n     * @dev … (truncated)"
0x85562c67ce4c4cad70ebc63693264fde4d1d6d97,False,,v0.5.17+commit.d19bba13,solc-m,,7,debug_fetch_bulk/0x85562c67ce4c4cad70ebc63693264fde4d1d6d97,ok,,49251,"{""Agent.sol"":{""content"":""pragma solidity ^0.5.17;\n\nimport \""./Ownable.sol\"";\n\n/**\n * @title Agent contract - base contract with an agent\n */\ncontract Agent is Ownable {\n    mapping(address =\u… (truncated)"
0x16f15c1c26e0c48a0dc2ae706f24c80ef27459e7,False,,v0.7.6+commit.7338295f,solc-m,,15,debug_fetch_bulk/0x16f15c1c26e0c48a0dc2ae706f24c80ef27459e7,ok,,70750,"{""Address.sol"":{""content"":""// SPDX-License-Identifier: MIT\n\npragma solidity \u003e=0.6.2 \u003c0.8.0;\n\n/**\n * @dev Collection of functions related to the address type\n */\nlibrary Address {\n   … (truncated)"
0xdb72e12ed0c034a6d00469e91435ef15397a7ef2,False,,v0.7.6+commit.7338295f,solc-m,,3,debug_fetch_bulk/0xdb72e12ed0c034a6d00469e91435ef15397a7ef2,ok,,15069,"{""Ethc2cDAI.sol"":{""content"":""// SPDX-License-Identifier: GPL-3.0\n\npragma solidity \u003e=0.7.0 \u003c0.8.0;\n\nimport \""./SafeMath.sol\"";\nimport \""./IERC20.sol\"";\n\ninterface UserTrustLists {\n   … (truncated)"
0x5cdb6298e9546aab02558a0419e6556e6b822ad8,False,,v0.8.2+commit.661d1103,solc-m,,11,debug_fetch_bulk/0x5cdb6298e9546aab02558a0419e6556e6b822ad8,ok,,43650,"{""Address.sol"":{""content"":""// SPDX-License-Identifier: MIT\n\npragma solidity ^0.8.0;\n\n/**\n * @dev Collection of functions related to the address type\n */\nlibrary Address {\n    /**\n     * @dev … (truncated)"
0x288f9a192207bc59230204655b12ccd83ceb74dc,False,,v0.6.12+commit.27d51765,solc-m,,15,debug_fetch_bulk/0x288f9a192207bc59230204655b12ccd83ceb74dc,ok,,49560,"{""Address.sol"":{""content"":""// SPDX-License-Identifier: MIT\npragma solidity ^0.6.0;\n\n/// Know more: https://github.com/OpenZeppelin/openzeppelin-contracts/blob/master/contracts/utils/Address.sol\n\n… (truncated)"
0x424ee0ba90c1b07a7c8a1a38ae999a88ed2ca5d1,False,,v0.7.4+commit.3f05b770,solc-m,,52,debug_fetch_bulk/0x424ee0ba90c1b07a7c8a1a38ae999a88ed2ca5d1,ok,,169819,"{""Address.sol"":{""content"":""// SPDX-License-Identifier: J-J-J-JENGA!!!\r\npragma solidity ^0.7.4;\r\n\r\n/**\r\n * @dev Collection of functions related to the address type\r\n */\r\nlibrary Address {\r… (truncated)"
0xe5a0b878e79027e01b04ccece844eb523e94cda3,False,,v0.8.7+commit.e28d00a7,solc-m,,13,debug_fetch_bulk/0xe5a0b878e79027e01b04ccece844eb523e94cda3,ok,,46274,"{""Address.sol"":{""content"":""// SPDX-License-Identifier: MIT\n\npragma solidity ^0.8.0;\n\n/**\n * @dev Collection of functions related to the address type\n */\nlibrary Address {\n    /**\n     * @dev … (truncated)"
0x93f86011574a8176d50a25603f8cc5601b2223bf,False,,v0.4.24+commit.e67f0147,solc-m,,26,debug_fetch_bulk/0x93f86011574a8176d50a25603f8cc5601b2223bf,ok,,57302,"{""ColorTeam.sol"":{""content"":""pragma solidity 0.4.24;\nimport \""./SafeMath.sol\"";\nimport \""./Modifiers.sol\"";\n\ncontract ColorTeam is Modifiers {\n\n    using SafeMath for uint;\n\n    //100 last pai… (truncated)"
0x6ad08291e8c5ac1ed00692d65a932d1a50505e4d,False,,v0.8.18+commit.87f61d96,solc-m,,11,debug_fetch_bulk/0x6ad08291e8c5ac1ed00692d65a932d1a50505e4d,ok,,86418,"{""Context.sol"":{""content"":""// SPDX-License-Identifier: MIT\n\npragma solidity ^0.8.0;\n\n/*\n * @dev Provides information about the current execution context, including the\n * sender of the transacti… (truncated)"
0xb418746158b59d392b2a5406cf72de8a891ba176,False,,v0.5.8+commit.23d335f2,solc-m,,4,debug_fetch_bulk/0xb418746158b59d392b2a5406cf72de8a891ba176,ok,,14478,"{""BaseToken.sol"":{""content"":""pragma solidity ^0.5.8;\n\nimport \""./SafeMath.sol\"";\nimport \""./Ownable.sol\"";\n\ncontract BaseToken is Ownable\n{\n    using SafeMath for uint256;\n\n    // MARK: error… (truncated)"
0x4954e0062e0a7668a2fe3df924cd20e6440a7b77,False,,v0.7.4+commit.3f05b770,solc-m,,2,debug_fetch_bulk/0x4954e0062e0a7668a2fe3df924cd20e6440a7b77,ok,,4777,"{""BNUStore.sol"":{""content"":""pragma solidity ^0.7.1;\r\n\r\nimport \u0027./Context.sol\u0027;\r\n\r\ninterface IERC20Token{\r\n    function transfer(address recipient, uint amount) external returns (bo… (truncated)"
0x086c1b022ea5b7965cbfa12d2e90a4568adedb3e,False,,v0.8.0+commit.c7dfd78e,solc-m,,4,debug_fetch_bulk/0x086c1b022ea5b7965cbfa12d2e90a4568adedb3e,ok,,17501,"{""ASX.sol"":{""content"":""/*\r\nTelegram: https://t.me/AstroShibaXeth\r\n*/\r\n\r\n// SPDX-License-Identifier: MIT\r\npragma solidity ^0.8.0;\r\n\r\nimport \""./IERC20.sol\"";\r\nimport \""./Ownable.sol\"";\… (truncated)"
0x4feabf81f52abd7b10fb8140de05b0ed79c45f98,False,,v0.7.6+commit.7338295f,solc-m,,5,debug_fetch_bulk/0x4feabf81f52abd7b10fb8140de05b0ed79c45f98,ok,,35129,"{""Ownable.sol"":{""content"":""// SPDX-License-Identifier: UNLICENCED\npragma solidity \u003e=0.6.0 \u003c0.8.0;\n\ncontract Ownable {\n\n    address public owner;\n\n    event OwnershipTransferred(addres… (truncated)"
0x81e1966a2b4b3f41057446d07c675cc686894ca2,False,,v0.8.13+commit.abaa5c0e,solc-m,,5,debug_fetch_bulk/0x81e1966a2b4b3f41057446d07c675cc686894ca2,ok,,70812,"{""Cangster.sol"":{""content"":""// SPDX-License-Identifier: MIT\n// File: @openzeppelin/contracts/utils/Counters.sol\n// OpenZeppelin Contracts v4.4.1 (utils/Counters.sol)\n\npragma solidity ^0.8.0;\n\n/*… (truncated)"
0x51c82c515dd122e1a4f27e79e712332f72e70238,False,,v0.5.9+commit.e560f70d,solc-m,,10,debug_fetch_bulk/0x51c82c515dd122e1a4f27e79e712332f72e70238,ok,,35883,"{""Address.sol"":{""content"":""pragma solidity 0.5.9;\n\n/**\n * @dev Collection of functions related to the address type,\n */\nlibrary Address {\n    /**\n     * @dev Returns true if `account` is a cont… (truncated)"
